MAE,MSE,RMSE,95th_Percentile,99th_Percentile,Convergence_Rate,param
2.130924940109253,7.09390115737915,2.663437843322754,5.214900016784668,6.755614757537842,3.816242083068837e-05,auto
2.359941005706787,8.915078163146973,2.985812902450561,5.940073490142822,7.578454494476318,8.608245448203177e-05,0.01
2.607403039932251,11.416485786437988,3.378829002380371,6.755062103271484,9.36147689819336,0.0005061594310457,0.05
2.0153398513793945,6.489980697631836,2.547544002532959,5.1034321784973145,6.41701602935791,-9.043431241585948e-05,0.1
